Mar-09	1730
Jun-09	1700
Sep-09	1720
Dec-09	1790
Mar-10	1700
Jun-10	1680
Sep-10	1790
Dec-10	1790
Mar-11	1750
Jun-11	1770
Sep-11	1770
Dec-11	1740
Mar-12	1660
Jun-12	1730
Sep-12	1710
Dec-12	1660
Mar-13	1670
Jun-13	1610
Sep-13	1700
Dec-13	1420
Mar-14	1400
Jun-14	1400
Sep-14	1420
Dec-14	1380
Mar-15	1289
Jun-15	1232
Sep-15	1172
Dec-15	1108
Mar-16	1041
Jun-16	971
Sep-16	897
Dec-16	821
Mar-17	741
Jun-17	658
Sep-17	571
Dec-17	482
